model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,26,1436,-10.911367,0.01999,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,27,1648,-10.85114,0.018624,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,28,540,-10.393745,0.028833,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,29,399,-10.246012,0.031864,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,30,197,-9.639837,0.042847,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,canonical,31,217,-10.754849,0.079049,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,0,17114,-11.749895,0.015541,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,1,36673,-11.753737,0.008195,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,2,14105,-11.734863,0.018159,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,3,58629,-11.759227,0.007922,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,4,85290,-11.7827,-0.00037,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,5,50373,-11.748116,0.014534,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,6,94626,-11.801167,-0.001276,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,7,117106,-11.849249,-0.014358,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,8,109821,-11.838004,-0.010086,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,9,95676,-11.815294,-0.005736,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,10,115714,-11.872721,-0.009903,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,11,35779,-11.717518,0.018183,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,12,30232,-11.705145,0.015928,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,13,48523,-11.738155,0.008073,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,14,69869,-11.781067,0.002486,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,15,58361,-11.755957,0.003397,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,16,56669,-11.75159,-0.001403,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,17,59395,-11.75691,-0.00537,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,18,41731,-11.699708,-0.002512,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,19,15142,-11.553559,0.005478,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,20,13385,-11.536971,0.0072,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,21,4604,-11.346552,0.01394,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,22,1640,-11.165833,0.019957,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,23,401,-10.882677,0.031509,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,24,419,-10.816566,0.030717,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,25,81,-10.642509,0.043888,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,26,203,-10.548162,0.037587,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,27,243,-10.587198,0.035663,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,28,582,-10.600198,0.032551,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,29,172,-10.290907,0.038858,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,30,59,-9.673378,0.049773,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_004,W3,31,91,-6.256173,0.112681,21600,12463,216,6,12463,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,0,52387,-11.759339,0.003735,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,1,31666,-11.752094,0.010379,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,2,51889,-11.756748,0.004633,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,3,117845,-11.805662,-0.017857,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,4,109501,-11.810833,-0.012673,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,5,118620,-11.84797,-0.015389,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,6,108764,-11.822465,-0.009113,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,7,111526,-11.834187,-0.013854,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,8,124709,-11.897634,-0.027759,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,9,108668,-11.841253,-0.014822,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,10,108566,-11.847773,-0.009001,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,11,122387,-11.902395,-0.020529,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,12,106938,-11.851074,-0.010383,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,13,101398,-11.842814,-0.00879,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,14,114996,-11.897375,-0.018308,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,15,31271,-11.691351,0.00797,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,16,14098,-11.618661,0.012192,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,17,10488,-11.579519,0.012833,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,18,9536,-11.548192,0.0104,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,19,9739,-11.515224,0.008485,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,20,9245,-11.50895,0.010746,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,21,6693,-11.41213,0.011976,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,22,2713,-11.253027,0.019571,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,23,2019,-11.137064,0.021437,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,24,1197,-10.95223,0.026184,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,25,1536,-10.957176,0.023119,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,26,830,-10.675562,0.030034,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,27,655,-10.560484,0.032327,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,28,284,-10.11202,0.043835,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,29,387,-10.057227,0.040465,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,30,226,-9.497156,0.054229,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,canonical,31,161,-10.113935,0.09574,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,0,53722,-11.759599,0.003206,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,1,40419,-11.754812,0.007959,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,2,48265,-11.755321,0.005675,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,3,120824,-11.810791,-0.020879,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,4,115171,-11.820608,-0.015478,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,5,120428,-11.854448,-0.016455,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,6,110825,-11.827332,-0.009862,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,7,112885,-11.83763,-0.014715,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,8,125446,-11.905057,-0.029185,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,9,112881,-11.853178,-0.016363,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,10,115245,-11.87074,-0.012513,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,11,123440,-11.911186,-0.021309,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,12,103965,-11.842241,-0.008808,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,13,92165,-11.819918,-0.005859,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,14,118691,-11.917118,-0.020691,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,15,41307,-11.718001,0.00528,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,16,14351,-11.623177,0.013498,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,17,6184,-11.542293,0.018351,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,18,5660,-11.510458,0.017047,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,19,8364,-11.491227,0.010294,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,20,3969,-11.418201,0.017582,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,21,3831,-11.331312,0.016418,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,22,4071,-11.256301,0.014268,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,23,2085,-11.079824,0.021033,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,24,877,-10.827056,0.029919,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,25,711,-10.862039,0.030489,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,26,264,-10.508142,0.040736,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,27,279,-10.449446,0.041128,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,28,126,-10.090254,0.049965,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,29,218,-10.139754,0.045257,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,30,264,-9.781641,0.050835,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_005,W3,31,255,-6.891891,0.12903,54,4370,54,7,4370,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,0,115510,-11.775701,-0.017113,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,1,63869,-11.761733,0.000277,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,2,64363,-11.762173,0.000761,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,3,105596,-11.791427,-0.007101,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,4,86848,-11.784175,-0.001483,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,5,67806,-11.768379,0.007682,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,6,54280,-11.753033,0.01076,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,7,88319,-11.794732,-0.001932,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,8,111439,-11.841014,-0.011562,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,9,101359,-11.824959,-0.008251,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,10,71210,-11.777239,0.004993,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,11,74995,-11.782654,0.004149,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,12,111257,-11.862711,-0.009826,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,13,83881,-11.802444,-0.002611,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,14,84323,-11.809237,-0.002968,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,15,85130,-11.811041,-0.006601,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,16,73850,-11.790905,-0.007913,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,17,63703,-11.767927,-0.008032,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,18,23360,-11.631999,0.001461,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,19,7941,-11.509722,0.009479,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,20,3118,-11.427774,0.017523,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,21,2638,-11.346319,0.017601,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,22,1869,-11.253027,0.0193,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,23,1922,-11.177625,0.018893,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,24,3827,-11.178473,0.013045,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,25,9288,-11.305675,0.004637,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,26,15986,-11.3572,-0.000807,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,27,6887,-11.160038,0.007953,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,28,3997,-10.885855,0.013117,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,29,6238,-10.97336,0.010863,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,30,4139,-10.729903,0.016229,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,canonical,31,447,-12.455775,0.06536,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,0,113979,-11.775071,-0.016476,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,1,61862,-11.761162,0.001254,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,2,57982,-11.759481,0.002449,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,3,103590,-11.789064,-0.006528,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,4,93866,-11.791279,-0.00362,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,5,75847,-11.777785,0.006127,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,6,53529,-11.752164,0.010721,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,7,84224,-11.789566,-0.001162,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,8,112880,-11.845168,-0.011783,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,9,91311,-11.807212,-0.004522,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,10,68519,-11.773415,0.00707,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,11,57713,-11.755469,0.010555,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,12,90580,-11.814162,-0.001774,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,13,89623,-11.814625,-0.004479,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,14,102782,-11.856697,-0.008621,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,15,106964,-11.870445,-0.014094,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,16,91927,-11.836957,-0.013115,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,17,96186,-11.864072,-0.017365,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,18,43515,-11.705167,-0.004367,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,19,15716,-11.56402,0.004485,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,20,8959,-11.503846,0.009857,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,21,3366,-11.328373,0.015495,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,22,2223,-11.203743,0.017933,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,23,1364,-11.039368,0.021634,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,24,5909,-11.170003,0.009181,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,25,11656,-11.318255,0.003515,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,26,11597,-11.244679,0.003458,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,27,7600,-11.140354,0.008575,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,28,6253,-10.994625,0.010909,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,29,4079,-10.873362,0.016413,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,30,767,-10.171492,0.034811,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_006,W3,31,143,-6.381305,0.117199,546,22048,546,6,22048,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,0,73267,-11.763693,-0.002285,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,1,103519,-11.774393,-0.01398,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,2,109027,-11.78476,-0.016178,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,3,118617,-11.807374,-0.017595,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,4,121821,-11.837887,-0.022282,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,5,121399,-11.857562,-0.017985,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,6,117018,-11.842353,-0.01396,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,7,114793,-11.84306,-0.015374,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,8,104857,-11.82688,-0.009951,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,9,102463,-11.826421,-0.010316,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,10,80865,-11.792897,0.002679,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,11,104657,-11.836737,-0.006618,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,12,104587,-11.844291,-0.009004,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,13,104941,-11.852005,-0.010411,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,14,113147,-11.889366,-0.016346,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,15,94389,-11.836246,-0.010755,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,16,103830,-11.874167,-0.018034,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,17,54699,-11.744535,-0.004978,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,18,49974,-11.728549,-0.007488,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,19,35717,-11.673689,-0.003729,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,20,59042,-11.756061,-0.01067,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,21,32279,-11.635517,-0.005289,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,22,13338,-11.469926,0.00404,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,23,8436,-11.347365,0.007648,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,24,14289,-11.377749,7.7e-05,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,25,9476,-11.281514,0.004417,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,26,3825,-11.022658,0.0139,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,27,1309,-10.730021,0.024032,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,28,1678,-10.589067,0.022694,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,29,1020,-10.368664,0.028145,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,30,281,-9.719768,0.046599,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,canonical,31,48,-8.623212,0.110554,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,0,72277,-11.763502,-0.002301,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,1,103296,-11.774442,-0.013634,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,2,107038,-11.783411,-0.01509,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,3,118547,-11.806609,-0.017648,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,4,120236,-11.831915,-0.020015,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,5,121612,-11.858569,-0.017717,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,6,116214,-11.839,-0.013685,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,7,113155,-11.838296,-0.014699,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,8,96374,-11.811282,-0.006408,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,9,94319,-11.812,-0.006849,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,10,99544,-11.828677,-0.003,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,11,113344,-11.863573,-0.010184,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,12,109075,-11.856527,-0.010663,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,13,113245,-11.878526,-0.014944,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,14,121739,-11.940958,-0.022766,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,15,108230,-11.876601,-0.016192,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,16,116426,-11.926884,-0.025002,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,17,59909,-11.758398,-0.006379,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,18,39789,-11.693928,-0.002691,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,19,22677,-11.59711,0.00085,30,966,30,87,966,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_007,W3,20,25754,-11.610055,-0.000892,30,966,30,87,966,32,''
