id,probe,phase,family,subtype,model,variant,metric,value,n,ci_low,ci_high,test,statistic,p_value,source_file,filter_applied,note
P1.1.GSM.Claude.canonical,P1,P1,GSM,--,Claude,canonical,accuracy,0.8409090909090909,44,0.7063350943621745,0.920734234422816,,,,GSM_P1_behavioral_claude.csv,bank-valid GSM IDs from question_bank_gsm.csv; drop mock; drop ERROR:; keep=last,
P1.1.ALGO.CC-std.GPT-4o.W6,P1,P1,ALGO,CC-std,GPT-4o,W6,accuracy,0.2,15,0.07047420643610414,0.4518593533465045,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.canonical,P1,P1,ALGO,SP-chall,GPT-4o,canonical,accuracy,0.4117647058823529,34,0.26365737785688864,0.5777869585348072,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W1,P1,P1,ALGO,SP-chall,GPT-4o,W1,accuracy,0.5294117647058824,34,0.3673644042005483,0.6854874836688863,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W2,P1,P1,ALGO,SP-chall,GPT-4o,W2,accuracy,0.14705882352941177,34,0.06449346382626417,0.30128388174051957,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W3,P1,P1,ALGO,SP-chall,GPT-4o,W3,accuracy,0.2647058823529412,34,0.14601027541553796,0.4311746216289845,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W4,P1,P1,ALGO,SP-chall,GPT-4o,W4,accuracy,0.5882352941176471,34,0.42221304146519273,0.7363426221431113,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W5,P1,P1,ALGO,SP-chall,GPT-4o,W5,accuracy,0.0,31,0.0,0.11025900073475385,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.GPT-4o.W6,P1,P1,ALGO,SP-chall,GPT-4o,W6,accuracy,0.2647058823529412,34,0.14601027541553796,0.4311746216289845,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.canonical,P1,P1,ALGO,SP-std,GPT-4o,canonical,accuracy,0.7142857142857143,21,0.500432261771624,0.8618632425437179,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W1,P1,P1,ALGO,SP-std,GPT-4o,W1,accuracy,0.6666666666666666,21,0.45373075657210293,0.8280546356731631,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W2,P1,P1,ALGO,SP-std,GPT-4o,W2,accuracy,0.047619047619047616,21,0.008455769471923294,0.22669816586235464,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W3,P1,P1,ALGO,SP-std,GPT-4o,W3,accuracy,0.42857142857142855,21,0.24469699486521043,0.6345378370296754,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W4,P1,P1,ALGO,SP-std,GPT-4o,W4,accuracy,0.5238095238095238,21,0.32369217900266756,0.7165628770323705,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W5,P1,P1,ALGO,SP-std,GPT-4o,W5,accuracy,0.0,19,0.0,0.16818436536845052,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.GPT-4o.W6,P1,P1,ALGO,SP-std,GPT-4o,W6,accuracy,0.38095238095238093,21,0.20750767797982506,0.5912170418449848,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.canonical,P1,P1,ALGO,WIS-chall,GPT-4o,canonical,accuracy,0.35294117647058826,17,0.17309486143904904,0.5870003327878818,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.W1,P1,P1,ALGO,WIS-chall,GPT-4o,W1,accuracy,0.17647058823529413,17,0.0619101371254899,0.41029929017375777,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.W2,P1,P1,ALGO,WIS-chall,GPT-4o,W2,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.W3,P1,P1,ALGO,WIS-chall,GPT-4o,W3,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.W4,P1,P1,ALGO,WIS-chall,GPT-4o,W4,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.GPT-4o.W5,P1,P1,ALGO,WIS-chall,GPT-4o,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.WIS-chall.GPT-4o.W6,P1,P1,ALGO,WIS-chall,GPT-4o,W6,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.canonical,P1,P1,ALGO,WIS-std,GPT-4o,canonical,accuracy,0.15384615384615385,13,0.04325726318273798,0.4223517050863101,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.W1,P1,P1,ALGO,WIS-std,GPT-4o,W1,accuracy,0.23076923076923078,13,0.08179379092465713,0.5025687399512693,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.W2,P1,P1,ALGO,WIS-std,GPT-4o,W2,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.W3,P1,P1,ALGO,WIS-std,GPT-4o,W3,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.W4,P1,P1,ALGO,WIS-std,GPT-4o,W4,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.GPT-4o.W5,P1,P1,ALGO,WIS-std,GPT-4o,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.WIS-std.GPT-4o.W6,P1,P1,ALGO,WIS-std,GPT-4o,W6,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.CC.GPT-4o.W3_retention,P1,P1,ALGO,CC,GPT-4o,W3,W3_retention,0.0,10,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.SP.GPT-4o.W3_retention,P1,P1,ALGO,SP,GPT-4o,W3,W3_retention,0.6428571428571429,34,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.WIS.GPT-4o.W3_retention,P1,P1,ALGO,WIS,GPT-4o,W3,W3_retention,0.0,17,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.ALL.GPT-4o.W3_retention,P1,P1,ALGO,ALL,GPT-4o,W3,W3_retention,0.34615384615384615,61,,,,,,ALGO_P1_behavioral_gpt4o.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.canonical,P1,P1,ALGO,CC-chall,Llama,canonical,accuracy,0.2,10,0.056680947980693314,0.5098431532792765,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.W1,P1,P1,ALGO,CC-chall,Llama,W1,accuracy,0.1,10,0.01787574951572113,0.4041563854975721,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.W2,P1,P1,ALGO,CC-chall,Llama,W2,accuracy,0.4,10,0.16817758120350967,0.6873304525498135,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.W3,P1,P1,ALGO,CC-chall,Llama,W3,accuracy,0.0,10,0.0,0.2775401687666165,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.W4,P1,P1,ALGO,CC-chall,Llama,W4,accuracy,0.2,10,0.056680947980693314,0.5098431532792765,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Llama.W5,P1,P1,ALGO,CC-chall,Llama,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.CC-chall.Llama.W6,P1,P1,ALGO,CC-chall,Llama,W6,accuracy,0.1,10,0.01787574951572113,0.4041563854975721,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.canonical,P1,P1,ALGO,CC-std,Llama,canonical,accuracy,0.0,15,0.0,0.20388926630434784,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.W1,P1,P1,ALGO,CC-std,Llama,W1,accuracy,0.06666666666666667,15,0.011866588606194856,0.2981707755242399,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.W2,P1,P1,ALGO,CC-std,Llama,W2,accuracy,0.06666666666666667,15,0.011866588606194856,0.2981707755242399,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.W3,P1,P1,ALGO,CC-std,Llama,W3,accuracy,0.0,15,0.0,0.20388926630434784,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.W4,P1,P1,ALGO,CC-std,Llama,W4,accuracy,0.0,15,0.0,0.20388926630434784,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Llama.W5,P1,P1,ALGO,CC-std,Llama,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.CC-std.Llama.W6,P1,P1,ALGO,CC-std,Llama,W6,accuracy,0.06666666666666667,15,0.011866588606194856,0.2981707755242399,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.canonical,P1,P1,ALGO,SP-chall,Llama,canonical,accuracy,0.058823529411764705,34,0.016282313063842452,0.1909393688946371,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W1,P1,P1,ALGO,SP-chall,Llama,W1,accuracy,0.14705882352941177,34,0.06449346382626417,0.30128388174051957,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W2,P1,P1,ALGO,SP-chall,Llama,W2,accuracy,0.029411764705882353,34,0.00521077192559663,0.1491590221634482,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W3,P1,P1,ALGO,SP-chall,Llama,W3,accuracy,0.0,34,0.0,0.10151790621961015,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W4,P1,P1,ALGO,SP-chall,Llama,W4,accuracy,0.08823529411764706,34,0.030465390304310128,0.22960817952360413,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W5,P1,P1,ALGO,SP-chall,Llama,W5,accuracy,0.0,31,0.0,0.11025900073475385,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Llama.W6,P1,P1,ALGO,SP-chall,Llama,W6,accuracy,0.058823529411764705,34,0.016282313063842452,0.1909393688946371,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.canonical,P1,P1,ALGO,SP-std,Llama,canonical,accuracy,0.047619047619047616,21,0.008455769471923294,0.22669816586235464,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W1,P1,P1,ALGO,SP-std,Llama,W1,accuracy,0.09523809523809523,21,0.026518208796947246,0.2891458386074067,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W2,P1,P1,ALGO,SP-std,Llama,W2,accuracy,0.0,21,0.0,0.15464382326420195,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W3,P1,P1,ALGO,SP-std,Llama,W3,accuracy,0.0,21,0.0,0.15464382326420195,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W4,P1,P1,ALGO,SP-std,Llama,W4,accuracy,0.14285714285714285,21,0.04980921798213492,0.346364941492295,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W5,P1,P1,ALGO,SP-std,Llama,W5,accuracy,0.0,19,0.0,0.16818436536845052,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-std.Llama.W6,P1,P1,ALGO,SP-std,Llama,W6,accuracy,0.09523809523809523,21,0.026518208796947246,0.2891458386074067,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.canonical,P1,P1,ALGO,WIS-chall,Llama,canonical,accuracy,0.058823529411764705,17,0.01046013064516424,0.269825452035628,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.W1,P1,P1,ALGO,WIS-chall,Llama,W1,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.W2,P1,P1,ALGO,WIS-chall,Llama,W2,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.W3,P1,P1,ALGO,WIS-chall,Llama,W3,accuracy,0.058823529411764705,17,0.01046013064516424,0.269825452035628,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.W4,P1,P1,ALGO,WIS-chall,Llama,W4,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-chall.Llama.W5,P1,P1,ALGO,WIS-chall,Llama,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.WIS-chall.Llama.W6,P1,P1,ALGO,WIS-chall,Llama,W6,accuracy,0.0,17,0.0,0.18432366037156456,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.canonical,P1,P1,ALGO,WIS-std,Llama,canonical,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.W1,P1,P1,ALGO,WIS-std,Llama,W1,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.W2,P1,P1,ALGO,WIS-std,Llama,W2,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.W3,P1,P1,ALGO,WIS-std,Llama,W3,accuracy,0.07692307692307693,13,0.013710066379696323,0.3331453392824736,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.W4,P1,P1,ALGO,WIS-std,Llama,W4,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.WIS-std.Llama.W5,P1,P1,ALGO,WIS-std,Llama,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.WIS-std.Llama.W6,P1,P1,ALGO,WIS-std,Llama,W6,accuracy,0.0,13,0.0,0.22810184305529166,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.CC.Llama.W3_retention,P1,P1,ALGO,CC,Llama,W3,W3_retention,0.0,10,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.SP.Llama.W3_retention,P1,P1,ALGO,SP,Llama,W3,W3_retention,0.0,34,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.WIS.Llama.W3_retention,P1,P1,ALGO,WIS,Llama,W3,W3_retention,1.0,17,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.2.ALGO.ALL.Llama.W3_retention,P1,P1,ALGO,ALL,Llama,W3,W3_retention,0.20000000000000004,61,,,,,,ALGO_P1_behavioral_llama.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.canonical,P1,P1,ALGO,CC-chall,Gemini,canonical,accuracy,0.5,10,0.23658959361548731,0.7634104063845126,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.W1,P1,P1,ALGO,CC-chall,Gemini,W1,accuracy,0.7,10,0.39677321997956516,0.892210712513788,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.W2,P1,P1,ALGO,CC-chall,Gemini,W2,accuracy,0.6,10,0.3126695474501864,0.8318224187964902,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.W3,P1,P1,ALGO,CC-chall,Gemini,W3,accuracy,0.7,10,0.39677321997956516,0.892210712513788,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.W4,P1,P1,ALGO,CC-chall,Gemini,W4,accuracy,0.7,10,0.39677321997956516,0.892210712513788,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-chall.Gemini.W5,P1,P1,ALGO,CC-chall,Gemini,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.CC-chall.Gemini.W6,P1,P1,ALGO,CC-chall,Gemini,W6,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.CC-std.Gemini.canonical,P1,P1,ALGO,CC-std,Gemini,canonical,accuracy,0.26666666666666666,15,0.1089727610318281,0.5195088965768675,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Gemini.W1,P1,P1,ALGO,CC-std,Gemini,W1,accuracy,0.13333333333333333,15,0.0373604698913593,0.3788249920651624,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Gemini.W2,P1,P1,ALGO,CC-std,Gemini,W2,accuracy,0.0,15,0.0,0.20388926630434784,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Gemini.W3,P1,P1,ALGO,CC-std,Gemini,W3,accuracy,0.0,15,0.0,0.20388926630434784,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Gemini.W4,P1,P1,ALGO,CC-std,Gemini,W4,accuracy,0.26666666666666666,15,0.1089727610318281,0.5195088965768675,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.CC-std.Gemini.W5,P1,P1,ALGO,CC-std,Gemini,W5,accuracy,NOT_COMPUTABLE,0,,,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,variant not present for this slice (W5/W6 holes are real)
P1.1.ALGO.CC-std.Gemini.W6,P1,P1,ALGO,CC-std,Gemini,W6,accuracy,0.26666666666666666,15,0.1089727610318281,0.5195088965768675,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Gemini.canonical,P1,P1,ALGO,SP-chall,Gemini,canonical,accuracy,0.6764705882352942,34,0.5084258404811939,0.8086854867354143,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Gemini.W1,P1,P1,ALGO,SP-chall,Gemini,W1,accuracy,0.4411764705882353,34,0.28883240215296746,0.6054638221081631,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
P1.1.ALGO.SP-chall.Gemini.W2,P1,P1,ALGO,SP-chall,Gemini,W2,accuracy,0.23529411764705882,34,0.12436838109244344,0.3999646280826443,,,,ALGO_P1_behavioral_gemini.csv,drop mock; drop ERROR:; keep=last; subtype/slice from frozen 61-ID adversarial pool,
